,Filename,ImgDim,Bndbox,ClassStr,label
62,maksssksksss11,"[400, 267]","[362, 32, 372, 40]",with_mask,1
63,maksssksksss110,"[400, 267]","[6, 111, 43, 148]",without_mask,2
64,maksssksksss110,"[400, 267]","[22, 20, 49, 46]",without_mask,2
65,maksssksksss110,"[400, 267]","[48, 12, 70, 37]",with_mask,1
66,maksssksksss110,"[400, 267]","[113, 1, 136, 24]",with_mask,1
67,maksssksksss110,"[400, 267]","[78, 17, 106, 46]",without_mask,2
68,maksssksksss110,"[400, 267]","[97, 66, 115, 86]",without_mask,2
69,maksssksksss110,"[400, 267]","[70, 111, 104, 145]",without_mask,2
70,maksssksksss110,"[400, 267]","[42, 157, 85, 186]",without_mask,2
71,maksssksksss110,"[400, 267]","[59, 205, 111, 264]",with_mask,1
72,maksssksksss110,"[400, 267]","[116, 155, 172, 198]",without_mask,2
73,maksssksksss110,"[400, 267]","[112, 85, 149, 118]",without_mask,2
74,maksssksksss110,"[400, 267]","[124, 27, 153, 47]",without_mask,2
75,maksssksksss110,"[400, 267]","[163, 29, 189, 53]",without_mask,2
76,maksssksksss110,"[400, 267]","[186, 18, 215, 44]",with_mask,1
77,maksssksksss110,"[400, 267]","[178, 77, 214, 111]",with_mask,1
78,maksssksksss110,"[400, 267]","[216, 57, 241, 84]",without_mask,2
79,maksssksksss110,"[400, 267]","[237, 15, 268, 46]",without_mask,2
80,maksssksksss110,"[400, 267]","[281, 19, 308, 40]",without_mask,2
81,maksssksksss110,"[400, 267]","[286, 60, 311, 84]",without_mask,2
82,maksssksksss110,"[400, 267]","[253, 94, 293, 135]",with_mask,1
83,maksssksksss110,"[400, 267]","[236, 161, 273, 195]",without_mask,2
84,maksssksksss110,"[400, 267]","[282, 194, 322, 232]",with_mask,1
85,maksssksksss110,"[400, 267]","[314, 115, 350, 152]",with_mask,1
86,maksssksksss110,"[400, 267]","[335, 27, 359, 52]",without_mask,2
87,maksssksksss110,"[400, 267]","[381, 14, 401, 34]",without_mask,2
88,maksssksksss110,"[400, 267]","[356, 72, 385, 98]",with_mask,1
89,maksssksksss111,"[400, 268]","[17, 182, 35, 202]",with_mask,1
90,maksssksksss111,"[400, 268]","[17, 101, 25, 116]",with_mask,1
91,maksssksksss111,"[400, 268]","[48, 98, 61, 113]",with_mask,1
92,maksssksksss111,"[400, 268]","[17, 127, 27, 144]",without_mask,2
93,maksssksksss111,"[400, 268]","[5, 133, 14, 152]",without_mask,2
94,maksssksksss111,"[400, 268]","[109, 59, 132, 82]",with_mask,1
95,maksssksksss111,"[400, 268]","[140, 64, 161, 85]",with_mask,1
96,maksssksksss111,"[400, 268]","[184, 68, 207, 93]",with_mask,1
97,maksssksksss111,"[400, 268]","[248, 73, 267, 95]",with_mask,1
98,maksssksksss111,"[400, 268]","[291, 65, 314, 90]",with_mask,1
99,maksssksksss111,"[400, 268]","[383, 96, 397, 110]",with_mask,1
100,maksssksksss111,"[400, 268]","[383, 125, 398, 145]",without_mask,2
101,maksssksksss112,"[267, 400]","[90, 84, 138, 131]",mask_weared_incorrect,0
102,maksssksksss113,"[400, 267]","[133, 108, 148, 124]",with_mask,1
103,maksssksksss113,"[400, 267]","[203, 117, 214, 131]",with_mask,1
104,maksssksksss113,"[400, 267]","[294, 115, 308, 130]",with_mask,1
105,maksssksksss113,"[400, 267]","[228, 119, 241, 134]",without_mask,2
106,maksssksksss114,"[400, 225]","[4, 83, 75, 161]",without_mask,2
107,maksssksksss114,"[400, 225]","[80, 58, 153, 141]",with_mask,1
108,maksssksksss115,"[400, 267]","[24, 67, 47, 91]",with_mask,1
109,maksssksksss115,"[400, 267]","[79, 91, 103, 112]",with_mask,1
110,maksssksksss115,"[400, 267]","[109, 80, 128, 101]",with_mask,1
111,maksssksksss115,"[400, 267]","[137, 88, 159, 110]",with_mask,1
112,maksssksksss115,"[400, 267]","[179, 107, 205, 134]",with_mask,1
113,maksssksksss115,"[400, 267]","[254, 105, 278, 128]",with_mask,1
114,maksssksksss115,"[400, 267]","[221, 78, 244, 100]",with_mask,1
115,maksssksksss115,"[400, 267]","[172, 86, 183, 107]",with_mask,1
116,maksssksksss115,"[400, 267]","[185, 85, 209, 104]",with_mask,1
117,maksssksksss116,"[400, 225]","[116, 88, 150, 122]",with_mask,1
118,maksssksksss116,"[400, 225]","[160, 79, 193, 118]",with_mask,1
119,maksssksksss116,"[400, 225]","[235, 43, 272, 87]",with_mask,1
120,maksssksksss116,"[400, 225]","[304, 68, 336, 102]",with_mask,1
121,maksssksksss116,"[400, 225]","[379, 61, 399, 96]",with_mask,1
122,maksssksksss117,"[301, 400]","[131, 224, 227, 346]",with_mask,1
123,maksssksksss118,"[400, 267]","[138, 79, 176, 116]",with_mask,1
124,maksssksksss118,"[400, 267]","[217, 70, 255, 107]",with_mask,1
125,maksssksksss119,"[400, 289]","[54, 92, 82, 120]",with_mask,1
126,maksssksksss119,"[400, 289]","[132, 47, 153, 71]",with_mask,1
127,maksssksksss119,"[400, 289]","[242, 94, 268, 125]",with_mask,1
128,maksssksksss119,"[400, 289]","[254, 51, 266, 64]",with_mask,1
129,maksssksksss119,"[400, 289]","[263, 79, 275, 92]",with_mask,1
130,maksssksksss119,"[400, 289]","[302, 81, 330, 107]",without_mask,2
131,maksssksksss119,"[400, 289]","[352, 45, 377, 67]",without_mask,2
132,maksssksksss12,"[400, 272]","[72, 71, 90, 88]",with_mask,1
133,maksssksksss12,"[400, 272]","[119, 70, 137, 88]",with_mask,1
134,maksssksksss12,"[400, 272]","[163, 76, 185, 96]",with_mask,1
135,maksssksksss12,"[400, 272]","[36, 70, 46, 82]",with_mask,1
136,maksssksksss12,"[400, 272]","[120, 55, 132, 68]",with_mask,1
137,maksssksksss12,"[400, 272]","[94, 59, 102, 69]",with_mask,1
138,maksssksksss12,"[400, 272]","[153, 61, 171, 81]",with_mask,1
139,maksssksksss12,"[400, 272]","[335, 70, 353, 87]",with_mask,1
140,maksssksksss12,"[400, 272]","[273, 58, 290, 75]",with_mask,1
141,maksssksksss12,"[400, 272]","[232, 61, 249, 78]",with_mask,1
142,maksssksksss12,"[400, 272]","[298, 61, 312, 84]",without_mask,2
143,maksssksksss12,"[400, 272]","[354, 54, 365, 68]",with_mask,1
144,maksssksksss12,"[400, 272]","[38, 82, 45, 98]",with_mask,1
145,maksssksksss120,"[301, 400]","[59, 185, 183, 336]",with_mask,1
146,maksssksksss121,"[400, 300]","[11, 48, 41, 75]",without_mask,2
147,maksssksksss121,"[400, 300]","[91, 41, 121, 72]",without_mask,2
148,maksssksksss121,"[400, 300]","[176, 56, 204, 83]",without_mask,2
149,maksssksksss121,"[400, 300]","[239, 56, 266, 81]",without_mask,2
150,maksssksksss121,"[400, 300]","[301, 62, 329, 87]",without_mask,2
151,maksssksksss121,"[400, 300]","[343, 74, 368, 97]",without_mask,2
152,maksssksksss121,"[400, 300]","[387, 82, 400, 107]",without_mask,2
153,maksssksksss122,"[400, 267]","[201, 38, 345, 213]",with_mask,1
154,maksssksksss123,"[400, 301]","[92, 106, 191, 224]",with_mask,1
155,maksssksksss123,"[400, 301]","[227, 129, 321, 229]",with_mask,1
156,maksssksksss124,"[400, 271]","[91, 146, 143, 204]",with_mask,1
157,maksssksksss124,"[400, 271]","[239, 126, 290, 182]",with_mask,1
158,maksssksksss124,"[400, 271]","[378, 146, 399, 171]",with_mask,1
159,maksssksksss124,"[400, 271]","[1, 170, 20, 196]",without_mask,2
160,maksssksksss124,"[400, 271]","[333, 133, 360, 170]",without_mask,2
161,maksssksksss125,"[301, 400]","[118, 151, 216, 279]",without_mask,2
162,maksssksksss126,"[267, 400]","[106, 45, 158, 104]",with_mask,1
163,maksssksksss126,"[267, 400]","[194, 62, 215, 88]",with_mask,1
164,maksssksksss126,"[267, 400]","[226, 2, 267, 97]",without_mask,2
165,maksssksksss127,"[267, 400]","[98, 46, 130, 80]",with_mask,1
166,maksssksksss128,"[301, 400]","[93, 183, 194, 295]",without_mask,2
167,maksssksksss129,"[400, 295]","[106, 69, 124, 89]",without_mask,2
168,maksssksksss129,"[400, 295]","[149, 30, 168, 53]",without_mask,2
169,maksssksksss129,"[400, 295]","[246, 40, 271, 69]",with_mask,1
170,maksssksksss13,"[400, 226]","[28, 54, 44, 71]",with_mask,1
171,maksssksksss13,"[400, 226]","[98, 62, 114, 80]",with_mask,1
172,maksssksksss13,"[400, 226]","[162, 51, 194, 89]",mask_weared_incorrect,0
173,maksssksksss13,"[400, 226]","[293, 60, 313, 81]",with_mask,1
174,maksssksksss13,"[400, 226]","[352, 53, 373, 71]",with_mask,1
175,maksssksksss13,"[400, 226]","[229, 53, 241, 72]",with_mask,1
176,maksssksksss130,"[332, 400]","[7, 104, 46, 147]",mask_weared_incorrect,0
177,maksssksksss130,"[332, 400]","[162, 58, 208, 112]",mask_weared_incorrect,0
178,maksssksksss130,"[332, 400]","[304, 95, 332, 141]",without_mask,2
179,maksssksksss130,"[332, 400]","[198, 95, 223, 136]",without_mask,2
180,maksssksksss131,"[400, 267]","[65, 63, 110, 112]",with_mask,1
181,maksssksksss131,"[400, 267]","[127, 31, 166, 76]",with_mask,1
182,maksssksksss131,"[400, 267]","[257, 55, 284, 86]",without_mask,2
183,maksssksksss131,"[400, 267]","[284, 66, 321, 107]",with_mask,1
184,maksssksksss131,"[400, 267]","[252, 125, 295, 167]",without_mask,2
185,maksssksksss131,"[400, 267]","[345, 93, 363, 116]",with_mask,1
186,maksssksksss131,"[400, 267]","[236, 74, 256, 99]",without_mask,2
187,maksssksksss131,"[400, 267]","[216, 63, 237, 83]",without_mask,2
188,maksssksksss132,"[306, 400]","[106, 72, 190, 182]",mask_weared_incorrect,0
189,maksssksksss133,"[301, 400]","[100, 179, 221, 318]",with_mask,1
190,maksssksksss134,"[400, 225]","[92, 19, 117, 50]",with_mask,1
191,maksssksksss134,"[400, 225]","[156, 22, 177, 48]",without_mask,2
192,maksssksksss134,"[400, 225]","[179, 24, 197, 47]",with_mask,1
193,maksssksksss134,"[400, 225]","[183, 74, 205, 100]",with_mask,1
194,maksssksksss134,"[400, 225]","[269, 70, 285, 89]",with_mask,1
195,maksssksksss134,"[400, 225]","[343, 15, 359, 34]",without_mask,2
196,maksssksksss134,"[400, 225]","[302, 43, 318, 59]",with_mask,1
197,maksssksksss135,"[400, 225]","[49, 157, 144, 225]",with_mask,1
198,maksssksksss135,"[400, 225]","[151, 67, 270, 198]",with_mask,1
199,maksssksksss136,"[267, 400]","[100, 105, 152, 158]",with_mask,1
200,maksssksksss137,"[400, 400]","[38, 143, 53, 161]",without_mask,2
201,maksssksksss137,"[400, 400]","[76, 146, 95, 164]",without_mask,2
202,maksssksksss137,"[400, 400]","[114, 142, 131, 163]",with_mask,1
203,maksssksksss137,"[400, 400]","[158, 165, 175, 185]",with_mask,1
204,maksssksksss137,"[400, 400]","[217, 153, 241, 174]",without_mask,2
205,maksssksksss137,"[400, 400]","[283, 158, 310, 181]",without_mask,2
206,maksssksksss138,"[400, 267]","[51, 144, 128, 239]",with_mask,1
207,maksssksksss138,"[400, 267]","[147, 169, 217, 233]",with_mask,1
208,maksssksksss138,"[400, 267]","[224, 92, 309, 186]",with_mask,1
209,maksssksksss139,"[400, 225]","[2, 28, 19, 46]",with_mask,1
210,maksssksksss139,"[400, 225]","[23, 36, 45, 59]",with_mask,1
211,maksssksksss139,"[400, 225]","[30, 71, 51, 92]",without_mask,2
212,maksssksksss139,"[400, 225]","[4, 177, 35, 209]",with_mask,1
213,maksssksksss139,"[400, 225]","[93, 15, 117, 34]",with_mask,1
214,maksssksksss139,"[400, 225]","[99, 74, 122, 100]",with_mask,1
215,maksssksksss139,"[400, 225]","[56, 132, 79, 162]",mask_weared_incorrect,0
216,maksssksksss139,"[400, 225]","[36, 152, 65, 183]",with_mask,1
217,maksssksksss139,"[400, 225]","[138, 191, 165, 221]",with_mask,1
218,maksssksksss139,"[400, 225]","[182, 13, 209, 36]",with_mask,1
219,maksssksksss139,"[400, 225]","[188, 55, 213, 80]",with_mask,1
220,maksssksksss139,"[400, 225]","[196, 146, 219, 168]",with_mask,1
221,maksssksksss139,"[400, 225]","[213, 164, 243, 193]",with_mask,1
222,maksssksksss139,"[400, 225]","[253, 13, 277, 35]",with_mask,1
223,maksssksksss139,"[400, 225]","[246, 73, 268, 98]",with_mask,1
224,maksssksksss139,"[400, 225]","[286, 10, 314, 38]",with_mask,1
225,maksssksksss139,"[400, 225]","[320, 1, 341, 15]",with_mask,1
226,maksssksksss139,"[400, 225]","[345, 34, 372, 57]",with_mask,1
227,maksssksksss139,"[400, 225]","[358, 116, 388, 141]",with_mask,1
228,maksssksksss14,"[301, 400]","[152, 192, 239, 319]",without_mask,2
229,maksssksksss140,"[400, 267]","[37, 74, 188, 247]",with_mask,1
230,maksssksksss140,"[400, 267]","[210, 114, 336, 255]",with_mask,1
231,maksssksksss141,"[400, 267]","[129, 96, 175, 155]",with_mask,1
232,maksssksksss141,"[400, 267]","[220, 123, 260, 169]",with_mask,1
233,maksssksksss142,"[479, 359]","[144, 110, 244, 235]",with_mask,1
234,maksssksksss143,"[301, 400]","[102, 200, 194, 333]",with_mask,1
235,maksssksksss144,"[400, 217]","[130, 19, 155, 47]",with_mask,1
236,maksssksksss144,"[400, 217]","[212, 56, 232, 79]",with_mask,1
237,maksssksksss144,"[400, 217]","[298, 60, 316, 80]",with_mask,1
238,maksssksksss145,"[400, 226]","[91, 89, 114, 111]",mask_weared_incorrect,0
239,maksssksksss145,"[400, 226]","[183, 102, 203, 122]",mask_weared_incorrect,0
240,maksssksksss145,"[400, 226]","[310, 96, 333, 119]",without_mask,2
241,maksssksksss146,"[400, 267]","[119, 122, 184, 192]",with_mask,1
242,maksssksksss146,"[400, 267]","[265, 90, 324, 153]",with_mask,1
243,maksssksksss147,"[400, 250]","[103, 9, 120, 33]",without_mask,2
244,maksssksksss147,"[400, 250]","[198, 15, 218, 36]",with_mask,1
245,maksssksksss147,"[400, 250]","[224, 89, 243, 109]",with_mask,1
246,maksssksksss147,"[400, 250]","[272, 33, 294, 55]",with_mask,1
247,maksssksksss148,"[400, 364]","[1, 20, 81, 136]",with_mask,1
248,maksssksksss148,"[400, 364]","[68, 95, 124, 157]",without_mask,2
249,maksssksksss148,"[400, 364]","[116, 104, 140, 144]",without_mask,2
250,maksssksksss148,"[400, 364]","[151, 89, 247, 205]",with_mask,1
251,maksssksksss148,"[400, 364]","[325, 77, 397, 156]",without_mask,2
252,maksssksksss148,"[400, 364]","[243, 120, 283, 179]",with_mask,1
253,maksssksksss149,"[400, 283]","[38, 98, 71, 130]",with_mask,1
254,maksssksksss149,"[400, 283]","[180, 103, 215, 136]",with_mask,1
255,maksssksksss149,"[400, 283]","[287, 53, 315, 85]",with_mask,1
256,maksssksksss149,"[400, 283]","[315, 57, 341, 89]",with_mask,1
257,maksssksksss149,"[400, 283]","[330, 104, 359, 133]",with_mask,1
258,maksssksksss149,"[400, 283]","[324, 180, 348, 210]",with_mask,1
259,maksssksksss15,"[193, 400]","[59, 144, 125, 213]",with_mask,1
260,maksssksksss15,"[193, 400]","[82, 330, 118, 366]",with_mask,1
261,maksssksksss150,"[301, 400]","[60, 136, 164, 260]",with_mask,1
262,maksssksksss151,"[400, 200]","[59, 131, 64, 138]",without_mask,2
263,maksssksksss151,"[400, 200]","[82, 127, 89, 134]",with_mask,1
264,maksssksksss151,"[400, 200]","[101, 142, 105, 146]",with_mask,1
265,maksssksksss151,"[400, 200]","[111, 132, 116, 138]",with_mask,1
266,maksssksksss151,"[400, 200]","[126, 131, 132, 138]",with_mask,1
267,maksssksksss151,"[400, 200]","[134, 134, 139, 140]",with_mask,1
268,maksssksksss151,"[400, 200]","[143, 134, 149, 139]",with_mask,1
269,maksssksksss151,"[400, 200]","[170, 142, 180, 152]",mask_weared_incorrect,0
270,maksssksksss151,"[400, 200]","[225, 105, 235, 117]",with_mask,1
271,maksssksksss151,"[400, 200]","[278, 100, 288, 113]",with_mask,1
272,maksssksksss152,"[400, 283]","[66, 25, 82, 48]",with_mask,1
273,maksssksksss152,"[400, 283]","[101, 41, 124, 68]",with_mask,1
274,maksssksksss152,"[400, 283]","[173, 34, 193, 60]",with_mask,1
275,maksssksksss152,"[400, 283]","[204, 75, 225, 99]",with_mask,1
276,maksssksksss152,"[400, 283]","[289, 25, 312, 54]",with_mask,1
277,maksssksksss152,"[400, 283]","[350, 17, 368, 39]",with_mask,1
278,maksssksksss152,"[400, 283]","[152, 50, 167, 65]",with_mask,1
279,maksssksksss153,"[400, 268]","[89, 21, 112, 44]",with_mask,1
280,maksssksksss153,"[400, 268]","[289, 21, 311, 44]",without_mask,2
281,maksssksksss154,"[301, 400]","[90, 200, 184, 333]",without_mask,2
282,maksssksksss155,"[400, 225]","[43, 108, 107, 174]",with_mask,1
283,maksssksksss155,"[400, 225]","[77, 53, 163, 140]",with_mask,1
284,maksssksksss155,"[400, 225]","[278, 92, 314, 137]",with_mask,1
285,maksssksksss155,"[400, 225]","[381, 97, 392, 111]",with_mask,1
286,maksssksksss156,"[400, 267]","[327, 33, 352, 59]",with_mask,1
287,maksssksksss156,"[400, 267]","[27, 47, 47, 65]",with_mask,1
288,maksssksksss156,"[400, 267]","[249, 43, 268, 63]",with_mask,1
289,maksssksksss156,"[400, 267]","[278, 73, 291, 87]",with_mask,1
290,maksssksksss156,"[400, 267]","[366, 70, 385, 91]",mask_weared_incorrect,0
291,maksssksksss156,"[400, 267]","[181, 40, 203, 67]",mask_weared_incorrect,0
292,maksssksksss156,"[400, 267]","[36, 63, 59, 88]",mask_weared_incorrect,0
293,maksssksksss156,"[400, 267]","[1, 45, 19, 64]",without_mask,2
294,maksssksksss156,"[400, 267]","[68, 68, 90, 91]",without_mask,2
295,maksssksksss156,"[400, 267]","[87, 55, 102, 71]",without_mask,2
296,maksssksksss156,"[400, 267]","[137, 58, 155, 74]",without_mask,2
297,maksssksksss156,"[400, 267]","[233, 50, 250, 67]",without_mask,2
298,maksssksksss156,"[400, 267]","[281, 33, 300, 51]",without_mask,2
299,maksssksksss157,"[400, 225]","[22, 78, 43, 98]",with_mask,1
300,maksssksksss157,"[400, 225]","[84, 61, 111, 95]",without_mask,2
301,maksssksksss157,"[400, 225]","[144, 78, 173, 119]",with_mask,1
302,maksssksksss157,"[400, 225]","[193, 71, 217, 97]",with_mask,1
303,maksssksksss157,"[400, 225]","[225, 43, 259, 80]",with_mask,1
304,maksssksksss157,"[400, 225]","[297, 62, 316, 86]",with_mask,1
305,maksssksksss157,"[400, 225]","[320, 40, 352, 74]",with_mask,1
306,maksssksksss157,"[400, 225]","[368, 75, 395, 104]",with_mask,1
307,maksssksksss158,"[400, 278]","[2, 56, 24, 78]",with_mask,1
308,maksssksksss158,"[400, 278]","[29, 70, 42, 85]",with_mask,1
309,maksssksksss158,"[400, 278]","[90, 55, 104, 72]",with_mask,1
310,maksssksksss158,"[400, 278]","[113, 52, 133, 76]",with_mask,1
311,maksssksksss158,"[400, 278]","[133, 60, 144, 74]",with_mask,1
312,maksssksksss158,"[400, 278]","[151, 70, 166, 85]",with_mask,1
313,maksssksksss158,"[400, 278]","[180, 70, 195, 84]",with_mask,1
314,maksssksksss158,"[400, 278]","[217, 78, 238, 98]",with_mask,1
315,maksssksksss158,"[400, 278]","[238, 52, 256, 70]",with_mask,1
316,maksssksksss158,"[400, 278]","[280, 59, 293, 74]",with_mask,1
317,maksssksksss158,"[400, 278]","[293, 56, 310, 75]",with_mask,1
318,maksssksksss158,"[400, 278]","[323, 82, 342, 101]",with_mask,1
319,maksssksksss158,"[400, 278]","[354, 64, 371, 86]",with_mask,1
320,maksssksksss158,"[400, 278]","[166, 68, 174, 78]",with_mask,1
321,maksssksksss159,"[400, 225]","[5, 114, 58, 178]",with_mask,1
322,maksssksksss159,"[400, 225]","[125, 82, 136, 95]",with_mask,1
323,maksssksksss159,"[400, 225]","[157, 82, 170, 99]",with_mask,1
324,maksssksksss159,"[400, 225]","[213, 65, 225, 79]",with_mask,1
325,maksssksksss159,"[400, 225]","[51, 89, 57, 96]",with_mask,1
326,maksssksksss159,"[400, 225]","[175, 80, 180, 86]",with_mask,1
327,maksssksksss159,"[400, 225]","[193, 79, 200, 87]",with_mask,1
328,maksssksksss159,"[400, 225]","[253, 75, 261, 80]",with_mask,1
329,maksssksksss159,"[400, 225]","[276, 75, 288, 87]",with_mask,1
330,maksssksksss159,"[400, 225]","[326, 32, 395, 105]",with_mask,1
331,maksssksksss159,"[400, 225]","[290, 66, 296, 74]",without_mask,2
332,maksssksksss159,"[400, 225]","[85, 86, 89, 95]",with_mask,1
333,maksssksksss16,"[301, 400]","[48, 227, 146, 345]",with_mask,1
334,maksssksksss160,"[400, 286]","[71, 82, 151, 153]",with_mask,1
335,maksssksksss160,"[400, 286]","[246, 107, 326, 195]",with_mask,1
336,maksssksksss161,"[301, 400]","[123, 227, 190, 328]",without_mask,2
337,maksssksksss162,"[301, 400]","[86, 181, 191, 308]",with_mask,1
338,maksssksksss163,"[400, 300]","[209, 108, 226, 126]",with_mask,1
339,maksssksksss163,"[400, 300]","[161, 124, 184, 152]",with_mask,1
340,maksssksksss164,"[400, 200]","[12, 47, 40, 73]",with_mask,1
341,maksssksksss164,"[400, 200]","[44, 51, 66, 75]",with_mask,1
342,maksssksksss164,"[400, 200]","[80, 42, 99, 63]",with_mask,1
343,maksssksksss164,"[400, 200]","[153, 39, 179, 65]",without_mask,2
344,maksssksksss164,"[400, 200]","[203, 35, 225, 59]",without_mask,2
345,maksssksksss164,"[400, 200]","[256, 45, 271, 63]",with_mask,1
346,maksssksksss164,"[400, 200]","[292, 58, 311, 77]",with_mask,1
347,maksssksksss164,"[400, 200]","[327, 64, 346, 83]",with_mask,1
348,maksssksksss164,"[400, 200]","[361, 37, 386, 64]",with_mask,1
349,maksssksksss165,"[450, 463]","[15, 111, 114, 219]",with_mask,1
350,maksssksksss165,"[450, 463]","[324, 135, 410, 238]",with_mask,1
351,maksssksksss166,"[400, 267]","[98, 1, 150, 58]",with_mask,1
352,maksssksksss166,"[400, 267]","[205, 115, 235, 155]",with_mask,1
353,maksssksksss166,"[400, 267]","[255, 141, 278, 171]",with_mask,1
354,maksssksksss166,"[400, 267]","[303, 180, 325, 207]",with_mask,1
355,maksssksksss166,"[400, 267]","[329, 195, 347, 218]",with_mask,1
356,maksssksksss166,"[400, 267]","[351, 204, 372, 226]",with_mask,1
357,maksssksksss167,"[400, 210]","[45, 69, 96, 113]",with_mask,1
358,maksssksksss167,"[400, 210]","[185, 113, 222, 155]",with_mask,1
359,maksssksksss167,"[400, 210]","[271, 32, 311, 75]",with_mask,1
360,maksssksksss167,"[400, 210]","[20, 90, 30, 105]",with_mask,1
361,maksssksksss168,"[400, 225]","[40, 74, 62, 90]",without_mask,2
362,maksssksksss168,"[400, 225]","[35, 116, 51, 133]",with_mask,1
363,maksssksksss168,"[400, 225]","[85, 79, 97, 90]",with_mask,1
364,maksssksksss168,"[400, 225]","[169, 66, 287, 188]",with_mask,1
